log_wage,years_of_schooling,year_of_birth,quarter_of_birth,state_of_birth
5.901214,15.0,37.0,2.0,40.0
6.047781,12.0,37.0,2.0,48.0
3.490077,13.0,37.0,2.0,48.0
6.175587,12.0,37.0,2.0,40.0
6.102171,12.0,37.0,2.0,48.0
5.841592,12.0,37.0,2.0,48.0
5.790019,12.0,37.0,2.0,49.0
6.109461,12.0,37.0,2.0,48.0
6.052383,18.0,37.0,2.0,4.0
6.014514,12.0,37.0,2.0,48.0
6.047781,12.0,37.0,2.0,48.0
6.046872,12.0,37.0,2.0,40.0
5.441835,10.0,37.0,2.0,48.0
5.952494,12.0,37.0,2.0,40.0
6.047781,16.0,37.0,2.0,48.0
4.392786,6.0,37.0,2.0,45.0
7.130976,15.0,37.0,2.0,48.0
5.753564,12.0,37.0,2.0,48.0
5.790019,20.0,37.0,2.0,47.0
5.809455,14.0,37.0,2.0,50.0
6.16796,16.0,37.0,2.0,48.0
6.540169,15.0,37.0,2.0,48.0
6.032671,12.0,37.0,2.0,48.0
5.850365,16.0,37.0,2.0,48.0
5.809437,12.0,37.0,2.0,9.0
5.952494,12.0,37.0,2.0,29.0
4.947207,12.0,37.0,2.0,40.0
5.704116,12.0,37.0,2.0,48.0
4.566949,14.0,37.0,2.0,48.0
5.729413,12.0,37.0,2.0,48.0
6.003175,20.0,37.0,2.0,29.0
5.380872,11.0,37.0,2.0,48.0
5.790019,13.0,37.0,2.0,48.0
6.540169,12.0,37.0,2.0,48.0
5.729413,12.0,37.0,2.0,48.0
5.374989,8.0,37.0,2.0,5.0
5.729413,14.0,37.0,2.0,17.0
5.521845,10.0,37.0,2.0,48.0
5.259597,14.0,37.0,2.0,48.0
5.847161,14.0,37.0,2.0,48.0
6.366173,12.0,37.0,2.0,48.0
6.045962,12.0,37.0,2.0,48.0
6.501039,12.0,37.0,2.0,48.0
5.835429,16.0,37.0,2.0,1.0
5.790019,11.0,37.0,2.0,48.0
6.198518,11.0,37.0,2.0,48.0
5.388644,6.0,37.0,2.0,48.0
5.819569,8.0,37.0,2.0,55.0
5.971912,8.0,37.0,2.0,5.0
5.154292,16.0,37.0,2.0,29.0
5.952494,10.0,37.0,2.0,48.0
5.561066,16.0,37.0,2.0,48.0
6.567565,11.0,37.0,2.0,48.0
5.354861,13.0,37.0,2.0,48.0
6.134774,12.0,37.0,2.0,48.0
6.22208,19.0,37.0,2.0,48.0
5.582368,15.0,37.0,2.0,48.0
7.274,14.0,37.0,2.0,48.0
5.399293,10.0,37.0,2.0,48.0
5.778188,14.0,37.0,2.0,48.0
6.13727,11.0,37.0,2.0,48.0
5.218795,12.0,37.0,2.0,48.0
6.39066,16.0,37.0,2.0,48.0
5.339639,12.0,37.0,2.0,48.0
7.274,13.0,37.0,2.0,47.0
7.31322,20.0,37.0,2.0,19.0
5.394082,12.0,37.0,2.0,48.0
2.961499,16.0,37.0,2.0,47.0
5.750434,14.0,37.0,2.0,48.0
5.847161,12.0,37.0,2.0,30.0
6.291754,13.0,37.0,2.0,48.0
5.635147,11.0,37.0,2.0,55.0
6.047781,15.0,37.0,2.0,48.0
6.06337,12.0,37.0,2.0,40.0
5.441835,12.0,37.0,2.0,48.0
5.666227,12.0,37.0,2.0,39.0
6.149659,16.0,37.0,2.0,40.0
7.130982,16.0,37.0,2.0,20.0
6.32398,14.0,37.0,2.0,48.0
6.173586,15.0,37.0,2.0,45.0
5.927204,13.0,37.0,2.0,27.0
6.057835,13.0,37.0,2.0,48.0
6.252534,12.0,37.0,2.0,48.0
5.669549,12.0,37.0,2.0,39.0
6.288895,13.0,37.0,2.0,48.0
4.566949,12.0,37.0,2.0,24.0
5.692409,12.0,37.0,2.0,42.0
5.952494,11.0,37.0,2.0,48.0
6.032537,14.0,37.0,2.0,48.0
5.835991,15.0,37.0,2.0,48.0
6.670206,16.0,37.0,2.0,48.0
5.952494,12.0,37.0,2.0,48.0
6.243233,17.0,37.0,2.0,13.0
6.357876,17.0,37.0,2.0,48.0
6.134774,15.0,37.0,2.0,36.0
5.59949,8.0,37.0,2.0,40.0
3.279731,13.0,37.0,2.0,27.0
6.39066,16.0,37.0,2.0,35.0
6.001272,12.0,37.0,2.0,19.0
5.441835,8.0,37.0,2.0,48.0
6.001272,14.0,37.0,2.0,48.0
4.934674,16.0,37.0,2.0,41.0
5.141298,7.0,37.0,2.0,48.0
6.645516,18.0,37.0,2.0,40.0
6.551223,12.0,37.0,2.0,48.0
5.822989,12.0,37.0,2.0,48.0
7.233247,16.0,37.0,2.0,48.0
6.047781,12.0,37.0,2.0,40.0
6.953519,20.0,37.0,2.0,36.0
6.382889,16.0,37.0,2.0,6.0
6.188304,16.0,37.0,2.0,48.0
5.343897,9.0,37.0,2.0,48.0
6.429881,19.0,37.0,2.0,36.0
5.660219,10.0,37.0,2.0,40.0
6.007584,12.0,37.0,2.0,48.0
6.2148,14.0,37.0,2.0,48.0
3.056357,12.0,37.0,2.0,48.0
5.298798,9.0,37.0,2.0,18.0
5.640611,12.0,37.0,2.0,48.0
6.288895,13.0,37.0,2.0,5.0
6.32398,12.0,37.0,2.0,48.0
6.570263,16.0,37.0,2.0,48.0
5.274478,8.0,37.0,2.0,17.0
5.377324,12.0,37.0,2.0,22.0
6.001272,11.0,37.0,2.0,48.0
6.001272,16.0,37.0,2.0,48.0
5.847161,12.0,37.0,2.0,48.0
6.044215,13.0,37.0,2.0,39.0
5.901214,13.0,37.0,2.0,48.0
7.017041,19.0,37.0,2.0,39.0
6.645516,17.0,37.0,2.0,48.0
5.450956,12.0,37.0,2.0,21.0
6.512002,16.0,37.0,2.0,48.0
6.35554,12.0,37.0,2.0,40.0
5.901214,12.0,37.0,2.0,48.0
6.357876,9.0,37.0,2.0,48.0
6.097426,7.0,37.0,2.0,48.0
6.238738,13.0,37.0,2.0,35.0
5.794127,15.0,37.0,2.0,1.0
5.952494,14.0,37.0,2.0,40.0
2.453985,15.0,37.0,2.0,40.0
5.952494,12.0,37.0,2.0,48.0
5.823342,12.0,37.0,2.0,48.0
5.521845,12.0,37.0,2.0,40.0
5.441835,13.0,37.0,2.0,48.0
5.82924,10.0,37.0,2.0,48.0
5.691372,13.0,37.0,2.0,36.0
5.154292,12.0,37.0,2.0,48.0
4.566949,10.0,37.0,2.0,40.0
1.862887,14.0,37.0,2.0,48.0
5.339639,12.0,37.0,2.0,48.0
6.047781,16.0,37.0,2.0,29.0
6.234599,17.0,37.0,2.0,48.0
5.308363,10.0,37.0,2.0,48.0
5.790019,12.0,37.0,2.0,48.0
5.710491,7.0,37.0,2.0,48.0
5.725657,6.0,37.0,2.0,48.0
5.790019,9.0,37.0,2.0,48.0
5.259597,12.0,37.0,2.0,48.0
6.999651,16.0,37.0,2.0,48.0
5.670212,13.0,37.0,2.0,39.0
5.504784,6.0,37.0,2.0,48.0
5.354861,13.0,37.0,2.0,48.0
5.641293,12.0,37.0,2.0,20.0
5.85829,9.0,37.0,2.0,48.0
6.089667,12.0,37.0,2.0,42.0
5.441835,12.0,37.0,2.0,48.0
5.374989,13.0,37.0,2.0,18.0
4.903136,10.0,37.0,2.0,48.0
3.928552,14.0,37.0,2.0,36.0
5.991705,12.0,37.0,2.0,48.0
6.214941,20.0,37.0,2.0,35.0
5.521845,12.0,37.0,2.0,31.0
5.587727,12.0,37.0,2.0,35.0
5.729413,12.0,37.0,2.0,36.0
4.820785,9.0,37.0,2.0,48.0
6.44404,16.0,37.0,2.0,35.0
6.410078,11.0,37.0,2.0,18.0
4.351518,14.0,37.0,2.0,42.0
5.790019,12.0,37.0,2.0,5.0
5.960038,13.0,37.0,2.0,39.0
5.82924,13.0,37.0,2.0,48.0
5.418059,3.0,37.0,2.0,48.0
5.011276,0.0,37.0,2.0,48.0
5.870062,18.0,37.0,2.0,48.0
6.512002,15.0,37.0,2.0,48.0
4.056789,0.0,37.0,2.0,48.0
5.441835,13.0,37.0,2.0,48.0
5.259597,11.0,37.0,2.0,48.0
5.531906,16.0,37.0,2.0,48.0
5.963651,4.0,37.0,2.0,48.0
6.233845,7.0,37.0,2.0,48.0
5.774611,11.0,37.0,2.0,48.0
5.249652,16.0,37.0,2.0,48.0
5.927182,18.0,37.0,2.0,39.0
5.036578,14.0,37.0,2.0,48.0
2.961499,14.0,37.0,2.0,48.0
5.566949,13.0,37.0,2.0,48.0
5.917911,13.0,37.0,2.0,48.0
5.794712,12.0,37.0,2.0,48.0
6.214808,11.0,37.0,2.0,1.0
5.664895,5.0,37.0,2.0,1.0
4.797855,1.0,37.0,2.0,48.0
6.51743,14.0,37.0,2.0,40.0
6.824687,20.0,37.0,2.0,31.0
6.199299,12.0,37.0,2.0,55.0
5.541264,12.0,37.0,2.0,47.0
5.125946,6.0,37.0,2.0,48.0
5.215087,11.0,37.0,2.0,6.0
6.725184,12.0,37.0,2.0,48.0
5.521961,10.0,37.0,2.0,48.0
6.357876,12.0,37.0,2.0,29.0
5.441835,3.0,37.0,2.0,48.0
4.972081,13.0,37.0,2.0,48.0
4.328961,13.0,37.0,2.0,48.0
6.2148,12.0,37.0,2.0,48.0
6.540169,20.0,37.0,2.0,17.0
6.645516,14.0,37.0,2.0,48.0
6.629423,8.0,37.0,2.0,48.0
4.270126,7.0,37.0,2.0,40.0
5.521845,16.0,37.0,2.0,48.0
5.567684,7.0,37.0,2.0,48.0
5.154292,12.0,37.0,2.0,48.0
6.512002,16.0,37.0,2.0,21.0
6.540169,18.0,37.0,2.0,44.0
6.047781,12.0,37.0,2.0,48.0
6.172266,12.0,37.0,2.0,19.0
5.595926,12.0,37.0,2.0,6.0
5.441835,8.0,37.0,2.0,48.0
5.418235,12.0,37.0,2.0,48.0
5.521845,12.0,37.0,2.0,48.0
5.53103,12.0,37.0,2.0,48.0
5.354861,12.0,37.0,2.0,17.0
5.847161,12.0,37.0,2.0,40.0
5.154292,15.0,37.0,2.0,40.0
6.512002,13.0,37.0,2.0,48.0
5.600201,14.0,37.0,2.0,48.0
0.7027166,16.0,37.0,2.0,9.0
5.664895,8.0,37.0,2.0,48.0
5.554375,12.0,37.0,2.0,26.0
6.868635,17.0,37.0,2.0,54.0
6.868635,14.0,37.0,2.0,48.0
6.375136,17.0,37.0,2.0,19.0
5.952494,8.0,37.0,2.0,48.0
5.521845,12.0,37.0,2.0,46.0
5.901214,13.0,37.0,2.0,33.0
6.907855,16.0,37.0,2.0,6.0
5.952494,12.0,37.0,2.0,48.0
5.901214,13.0,37.0,2.0,48.0
5.849442,12.0,37.0,2.0,48.0
6.117122,12.0,37.0,2.0,48.0
5.664895,12.0,37.0,2.0,18.0
4.903136,12.0,37.0,2.0,47.0
3.85348,5.0,37.0,2.0,48.0
5.521845,12.0,37.0,2.0,48.0
5.773331,12.0,37.0,2.0,1.0
6.047781,16.0,37.0,2.0,48.0
6.112448,17.0,37.0,2.0,40.0
5.664895,12.0,37.0,2.0,29.0
7.274,14.0,37.0,2.0,48.0
5.118493,6.0,37.0,2.0,48.0
5.847161,12.0,37.0,2.0,6.0
6.252534,14.0,37.0,2.0,40.0
5.656242,14.0,37.0,2.0,8.0
6.113725,12.0,37.0,2.0,48.0
5.441835,12.0,37.0,2.0,48.0
5.895938,17.0,37.0,2.0,48.0
6.357876,8.0,37.0,2.0,48.0
1.371766,6.0,37.0,2.0,48.0
6.254021,12.0,37.0,2.0,40.0
5.952494,10.0,37.0,2.0,48.0
5.790019,13.0,37.0,2.0,40.0
6.031886,20.0,37.0,2.0,48.0
5.664895,12.0,37.0,2.0,48.0
5.354861,16.0,37.0,2.0,48.0
5.664895,7.0,37.0,2.0,48.0
5.521845,12.0,37.0,2.0,48.0
5.952494,12.0,37.0,2.0,48.0
6.6943,12.0,37.0,2.0,48.0
5.760175,12.0,37.0,2.0,48.0
5.441835,12.0,37.0,2.0,35.0
7.047601,13.0,37.0,2.0,48.0
5.930765,8.0,37.0,2.0,22.0
5.502435,12.0,37.0,2.0,22.0
6.288895,11.0,37.0,2.0,48.0
6.092223,12.0,37.0,2.0,22.0
5.847161,12.0,37.0,2.0,13.0
6.357876,12.0,37.0,2.0,12.0
6.682325,12.0,37.0,2.0,5.0
5.963258,12.0,37.0,2.0,48.0
6.175587,9.0,37.0,2.0,48.0
5.116621,13.0,37.0,2.0,48.0
5.879942,14.0,37.0,2.0,22.0
5.827474,12.0,37.0,2.0,48.0
6.175587,15.0,37.0,2.0,48.0
6.827817,14.0,37.0,2.0,48.0
5.694444,12.0,37.0,2.0,48.0
5.354861,14.0,37.0,2.0,48.0
5.729413,13.0,37.0,2.0,48.0
6.175587,16.0,37.0,2.0,48.0
6.524082,12.0,37.0,2.0,48.0
5.760175,11.0,37.0,2.0,48.0
6.39066,11.0,37.0,2.0,48.0
6.868635,20.0,37.0,2.0,48.0
5.712081,16.0,37.0,2.0,48.0
5.768633,11.0,37.0,2.0,42.0
5.949991,17.0,37.0,2.0,39.0
6.175587,17.0,37.0,2.0,48.0
6.551223,18.0,37.0,2.0,20.0
6.470703,20.0,37.0,2.0,40.0
6.411408,16.0,37.0,2.0,51.0
6.468206,16.0,37.0,2.0,13.0
7.205078,19.0,37.0,2.0,48.0
5.595926,13.0,37.0,2.0,55.0
6.39066,12.0,37.0,2.0,48.0
7.051273,16.0,37.0,2.0,48.0
6.717828,16.0,37.0,2.0,34.0
5.704615,12.0,37.0,2.0,45.0
3.547072,13.0,37.0,2.0,48.0
5.801712,12.0,37.0,2.0,31.0
6.288895,16.0,37.0,2.0,5.0
5.441835,8.0,37.0,2.0,19.0
5.704199,12.0,37.0,2.0,48.0
6.288895,12.0,37.0,2.0,26.0
6.444956,16.0,37.0,2.0,48.0
5.441835,7.0,37.0,2.0,48.0
7.274,17.0,37.0,2.0,48.0
6.288895,17.0,37.0,2.0,48.0
6.567565,16.0,37.0,2.0,48.0
5.514126,20.0,37.0,2.0,48.0
6.047781,16.0,37.0,2.0,48.0
6.522517,18.0,37.0,2.0,39.0
6.134774,12.0,37.0,2.0,48.0
3.142991,8.0,37.0,2.0,5.0
6.113725,12.0,37.0,2.0,48.0
6.326734,12.0,37.0,2.0,40.0
4.831574,9.0,37.0,2.0,23.0
6.32398,12.0,37.0,2.0,1.0
7.050939,16.0,37.0,2.0,54.0
5.790019,12.0,37.0,2.0,28.0
6.645516,16.0,37.0,2.0,39.0
6.092223,14.0,37.0,2.0,48.0
7.017041,16.0,37.0,2.0,17.0
6.203164,18.0,37.0,2.0,34.0
6.659422,13.0,37.0,2.0,42.0
6.357876,12.0,37.0,2.0,1.0
6.763285,19.0,37.0,2.0,1.0
6.06129,16.0,37.0,2.0,48.0
6.2148,12.0,37.0,2.0,48.0
5.540886,12.0,37.0,2.0,48.0
6.627338,14.0,37.0,2.0,24.0
6.047781,9.0,37.0,2.0,48.0
6.19624,12.0,37.0,2.0,48.0
6.650073,16.0,37.0,2.0,25.0
6.047781,8.0,37.0,2.0,37.0
5.308363,14.0,37.0,2.0,22.0
7.274,16.0,37.0,2.0,48.0
6.763285,15.0,37.0,2.0,12.0
6.504259,12.0,37.0,2.0,26.0
6.963936,16.0,37.0,2.0,8.0
6.10131,12.0,37.0,2.0,40.0
6.172266,16.0,37.0,2.0,48.0
6.001272,12.0,37.0,2.0,47.0
6.827817,18.0,37.0,2.0,48.0
6.252534,16.0,37.0,2.0,39.0
7.274,16.0,37.0,2.0,48.0
5.595926,12.0,37.0,2.0,18.0
6.357876,12.0,37.0,2.0,42.0
7.274,10.0,37.0,2.0,48.0
5.847161,11.0,37.0,2.0,48.0
5.952494,12.0,37.0,2.0,48.0
5.661918,10.0,37.0,2.0,48.0
5.664895,19.0,37.0,2.0,48.0
5.651477,7.0,37.0,2.0,48.0
6.483019,16.0,37.0,2.0,22.0
5.407948,12.0,37.0,2.0,18.0
6.155389,12.0,37.0,2.0,48.0
6.582525,12.0,37.0,2.0,48.0
5.259597,12.0,37.0,2.0,48.0
5.664895,10.0,37.0,2.0,51.0
5.521845,10.0,37.0,2.0,12.0
6.001272,12.0,37.0,2.0,48.0
6.046872,16.0,37.0,2.0,48.0
5.847161,12.0,37.0,2.0,48.0
5.950492,17.0,37.0,2.0,17.0
6.699392,12.0,37.0,2.0,48.0
6.540169,13.0,37.0,2.0,48.0
5.927259,9.0,37.0,2.0,12.0
5.595926,12.0,37.0,2.0,48.0
5.664895,16.0,37.0,2.0,6.0
6.280583,14.0,37.0,2.0,21.0
6.347827,12.0,37.0,2.0,48.0
6.191458,12.0,37.0,2.0,48.0
6.670206,12.0,37.0,2.0,42.0
6.261355,15.0,37.0,2.0,19.0
6.233845,19.0,37.0,2.0,48.0
5.97718,12.0,37.0,2.0,48.0
5.510244,12.0,37.0,2.0,48.0
6.001272,11.0,37.0,2.0,48.0
5.259597,10.0,37.0,2.0,48.0
6.635978,12.0,37.0,2.0,17.0
6.2148,12.0,37.0,2.0,48.0
4.856158,12.0,37.0,2.0,37.0
5.962442,12.0,37.0,2.0,37.0
5.721257,10.0,37.0,2.0,37.0
5.259597,12.0,37.0,2.0,37.0
5.473171,8.0,37.0,2.0,37.0
7.293518,8.0,37.0,2.0,45.0
5.664895,12.0,37.0,2.0,37.0
5.075799,6.0,37.0,2.0,37.0
5.809476,8.0,37.0,2.0,37.0
3.100612,12.0,37.0,2.0,37.0
5.100476,11.0,37.0,2.0,37.0
4.292828,12.0,37.0,2.0,37.0
4.651577,3.0,37.0,2.0,37.0
5.890634,12.0,37.0,2.0,37.0
5.731909,14.0,37.0,2.0,37.0
5.471381,12.0,37.0,2.0,45.0
5.185988,12.0,37.0,2.0,37.0
5.549151,10.0,37.0,2.0,37.0
5.521845,11.0,37.0,2.0,37.0
5.788836,14.0,37.0,2.0,37.0
5.236974,10.0,37.0,2.0,37.0
5.818998,12.0,37.0,2.0,37.0
5.790019,10.0,37.0,2.0,37.0
6.512002,11.0,37.0,2.0,37.0
4.749104,7.0,37.0,2.0,37.0
5.595926,8.0,37.0,2.0,37.0
6.153775,16.0,37.0,2.0,13.0
4.954212,9.0,37.0,2.0,37.0
5.741214,6.0,37.0,2.0,37.0
5.506347,12.0,37.0,2.0,37.0
5.298817,8.0,37.0,2.0,32.0
5.259597,12.0,37.0,2.0,37.0
5.809476,12.0,37.0,2.0,37.0
5.455896,8.0,37.0,2.0,37.0
5.901214,16.0,37.0,2.0,37.0
5.441835,9.0,37.0,2.0,37.0
5.259597,12.0,37.0,2.0,37.0
5.441835,12.0,37.0,2.0,37.0
5.744938,10.0,37.0,2.0,21.0
5.298817,12.0,37.0,2.0,42.0
5.259597,12.0,37.0,2.0,37.0
5.259597,15.0,37.0,2.0,37.0
5.238213,13.0,37.0,2.0,37.0
5.664895,12.0,37.0,2.0,37.0
5.33374,7.0,37.0,2.0,37.0
5.441835,12.0,37.0,2.0,37.0
5.184912,8.0,37.0,2.0,37.0
5.435987,12.0,37.0,2.0,37.0
5.561066,11.0,37.0,2.0,37.0
5.097166,16.0,37.0,2.0,54.0
6.012162,10.0,37.0,2.0,37.0
5.952494,12.0,37.0,2.0,45.0
5.595926,9.0,37.0,2.0,37.0
6.120931,12.0,37.0,2.0,37.0
5.308363,12.0,37.0,2.0,37.0
5.847161,12.0,37.0,2.0,37.0
5.952494,12.0,37.0,2.0,37.0
6.134774,18.0,37.0,2.0,13.0
6.116274,17.0,37.0,2.0,17.0
5.559572,20.0,37.0,2.0,25.0
6.175587,12.0,37.0,2.0,37.0
5.729413,16.0,37.0,2.0,37.0
6.512002,12.0,37.0,2.0,39.0
5.98592,12.0,37.0,2.0,37.0
5.956983,16.0,37.0,2.0,37.0
5.664895,12.0,37.0,2.0,37.0
6.32398,19.0,37.0,2.0,47.0
6.249567,17.0,37.0,2.0,34.0
6.907851,20.0,37.0,2.0,36.0
6.2148,12.0,37.0,2.0,37.0
6.155389,12.0,37.0,2.0,37.0
6.645516,14.0,37.0,2.0,37.0
5.354861,12.0,37.0,2.0,36.0
5.927182,12.0,37.0,2.0,37.0
5.9965,12.0,37.0,2.0,37.0
5.906584,10.0,37.0,2.0,37.0
5.354861,12.0,37.0,2.0,37.0
5.259597,9.0,37.0,2.0,37.0
5.193512,10.0,37.0,2.0,37.0
5.847161,12.0,37.0,2.0,37.0
5.664895,8.0,37.0,2.0,37.0
6.047781,12.0,37.0,2.0,37.0
6.36006,13.0,37.0,2.0,37.0
5.448477,12.0,37.0,2.0,37.0
5.691204,12.0,37.0,2.0,37.0
5.790019,12.0,37.0,2.0,37.0
5.664895,12.0,37.0,2.0,37.0
5.906584,17.0,37.0,2.0,37.0
5.354861,8.0,37.0,2.0,37.0
5.154292,7.0,37.0,2.0,51.0
6.032537,12.0,37.0,2.0,37.0
5.561051,12.0,37.0,2.0,37.0
5.354861,12.0,37.0,2.0,37.0
4.810828,10.0,37.0,2.0,37.0
6.288895,18.0,37.0,2.0,25.0
5.697674,12.0,37.0,2.0,51.0
5.952494,15.0,37.0,2.0,45.0
6.422404,12.0,37.0,2.0,42.0
5.441835,15.0,37.0,2.0,37.0
5.664895,12.0,37.0,2.0,37.0
5.441835,12.0,37.0,2.0,11.0
6.729387,13.0,37.0,2.0,39.0
6.422404,18.0,37.0,2.0,36.0
6.440977,17.0,37.0,2.0,26.0
6.88724,16.0,37.0,2.0,42.0
6.645516,18.0,37.0,2.0,37.0
6.39709,12.0,37.0,2.0,37.0
6.204363,20.0,37.0,2.0,34.0
5.729413,19.0,37.0,2.0,39.0
5.729413,12.0,37.0,2.0,37.0
4.919789,5.0,37.0,2.0,37.0
5.830359,12.0,37.0,2.0,37.0
7.274,16.0,37.0,2.0,42.0
5.092787,9.0,37.0,2.0,37.0
5.154292,6.0,37.0,2.0,37.0
5.595926,12.0,37.0,2.0,37.0
6.357876,12.0,37.0,2.0,37.0
5.506347,12.0,37.0,2.0,37.0
5.259597,11.0,37.0,2.0,37.0
5.427573,12.0,37.0,2.0,37.0
1.911719,12.0,37.0,2.0,37.0
5.441835,16.0,37.0,2.0,37.0
5.952494,13.0,37.0,2.0,37.0
5.798801,12.0,37.0,2.0,37.0
6.175587,12.0,37.0,2.0,37.0
5.704103,12.0,37.0,2.0,37.0
5.439383,12.0,37.0,2.0,42.0
5.790019,12.0,37.0,2.0,42.0
5.976204,16.0,37.0,2.0,37.0
5.259597,16.0,37.0,2.0,37.0
6.047781,12.0,37.0,2.0,37.0
5.635147,12.0,37.0,2.0,9.0
5.441835,12.0,37.0,2.0,37.0
6.382239,14.0,37.0,2.0,36.0
5.17809,12.0,37.0,2.0,25.0
5.904908,12.0,37.0,2.0,37.0
4.266195,12.0,37.0,2.0,37.0
6.061322,12.0,37.0,2.0,37.0
5.259597,11.0,37.0,2.0,37.0
4.816708,8.0,37.0,2.0,37.0
5.977936,9.0,37.0,2.0,37.0
5.952494,14.0,37.0,2.0,37.0
6.422404,16.0,37.0,2.0,17.0
7.267512,12.0,37.0,2.0,37.0
5.336521,12.0,37.0,2.0,37.0
5.454252,14.0,37.0,2.0,45.0
5.259597,9.0,37.0,2.0,37.0
5.704103,7.0,37.0,2.0,37.0
5.458357,11.0,37.0,2.0,23.0
5.165335,12.0,37.0,2.0,37.0
5.635147,8.0,37.0,2.0,37.0
5.537107,12.0,37.0,2.0,37.0
5.790019,12.0,37.0,2.0,54.0
6.357876,14.0,37.0,2.0,37.0
5.193512,14.0,37.0,2.0,42.0
6.112448,16.0,37.0,2.0,13.0
5.521845,12.0,37.0,2.0,44.0
5.754098,12.0,37.0,2.0,37.0
6.357876,12.0,37.0,2.0,51.0
5.664895,9.0,37.0,2.0,37.0
5.724565,12.0,37.0,2.0,37.0
6.567565,17.0,37.0,2.0,42.0
5.624087,16.0,37.0,2.0,42.0
6.175587,14.0,37.0,2.0,37.0
6.670206,16.0,37.0,2.0,18.0
5.339639,12.0,37.0,2.0,37.0
6.32398,16.0,37.0,2.0,45.0
5.971912,12.0,37.0,2.0,37.0
5.259597,14.0,37.0,2.0,23.0
4.938202,5.0,37.0,2.0,37.0
5.595926,12.0,37.0,2.0,37.0
5.62686,14.0,37.0,2.0,53.0
5.17371,12.0,37.0,2.0,37.0
6.740815,20.0,37.0,2.0,34.0
5.154292,20.0,37.0,2.0,42.0
5.154292,12.0,37.0,2.0,37.0
5.020586,8.0,37.0,2.0,37.0
5.952494,12.0,37.0,2.0,37.0
6.061322,12.0,37.0,2.0,37.0
5.952494,10.0,37.0,2.0,37.0
5.672861,9.0,37.0,2.0,37.0
5.952494,8.0,37.0,2.0,37.0
5.235444,10.0,37.0,2.0,37.0
6.2148,14.0,37.0,2.0,37.0
5.076975,3.0,37.0,2.0,37.0
5.952494,14.0,37.0,2.0,54.0
5.441835,8.0,37.0,2.0,37.0
7.146242,16.0,37.0,2.0,26.0
6.692394,16.0,37.0,2.0,1.0
5.5439,12.0,37.0,2.0,1.0
6.214835,12.0,37.0,2.0,47.0
6.252534,12.0,37.0,2.0,28.0
6.105179,13.0,37.0,2.0,21.0
5.664895,2.0,37.0,2.0,47.0
5.913773,12.0,37.0,2.0,47.0
5.940434,17.0,37.0,2.0,47.0
5.790019,18.0,37.0,2.0,47.0
4.689052,10.0,37.0,2.0,5.0
5.847161,17.0,37.0,2.0,47.0
6.123874,18.0,37.0,2.0,47.0
5.702179,12.0,37.0,2.0,47.0
3.471966,6.0,37.0,2.0,47.0
5.216565,10.0,37.0,2.0,47.0
5.847161,12.0,37.0,2.0,47.0
5.354861,12.0,37.0,2.0,47.0
6.620351,11.0,37.0,2.0,47.0
5.521845,12.0,37.0,2.0,47.0
3.162305,8.0,37.0,2.0,47.0
5.729413,9.0,37.0,2.0,47.0
5.664895,12.0,37.0,2.0,47.0
6.32398,16.0,37.0,2.0,36.0
5.855458,12.0,37.0,2.0,47.0
6.134774,12.0,37.0,2.0,47.0
5.837674,8.0,37.0,2.0,47.0
6.332947,12.0,37.0,2.0,21.0
5.952744,16.0,37.0,2.0,17.0
6.357876,12.0,37.0,2.0,47.0
5.595926,12.0,37.0,2.0,29.0
5.097166,8.0,37.0,2.0,47.0
5.841592,9.0,37.0,2.0,41.0
5.458357,12.0,37.0,2.0,47.0
5.847161,12.0,37.0,2.0,47.0
5.664895,16.0,37.0,2.0,47.0
5.664895,12.0,37.0,2.0,47.0
5.259597,12.0,37.0,2.0,13.0
5.743964,16.0,37.0,2.0,47.0
5.646058,8.0,37.0,2.0,47.0
6.691917,16.0,37.0,2.0,13.0
5.952494,12.0,37.0,2.0,47.0
6.134774,12.0,37.0,2.0,21.0
5.298817,12.0,37.0,2.0,26.0
6.474158,12.0,37.0,2.0,18.0
5.744938,12.0,37.0,2.0,26.0
6.047781,12.0,37.0,2.0,47.0
5.381757,20.0,37.0,2.0,36.0
5.419939,12.0,37.0,2.0,47.0
6.001272,12.0,37.0,2.0,28.0
3.91452,20.0,37.0,2.0,21.0
5.721887,12.0,37.0,2.0,47.0
7.196062,5.0,37.0,2.0,47.0
5.441835,12.0,37.0,2.0,47.0
5.595926,12.0,37.0,2.0,1.0
6.155389,16.0,37.0,2.0,47.0
5.664895,10.0,37.0,2.0,47.0
5.716838,12.0,37.0,2.0,47.0
5.897404,12.0,37.0,2.0,47.0
5.510244,12.0,37.0,2.0,1.0
6.134774,16.0,37.0,2.0,47.0
5.664895,12.0,37.0,2.0,47.0
6.214808,18.0,37.0,2.0,51.0
5.729413,12.0,37.0,2.0,47.0
6.001272,12.0,37.0,2.0,47.0
6.571616,10.0,37.0,2.0,47.0
5.441835,7.0,37.0,2.0,47.0
6.311957,12.0,37.0,2.0,28.0
6.155797,12.0,37.0,2.0,47.0
5.441835,12.0,37.0,2.0,47.0
5.952494,15.0,37.0,2.0,47.0
5.6889,12.0,37.0,2.0,47.0
5.054583,7.0,37.0,2.0,47.0
5.559572,10.0,37.0,2.0,47.0
5.790019,12.0,37.0,2.0,21.0
5.697674,12.0,37.0,2.0,47.0
